PMID,Title,publication_date
33965972,"The rise of illicit fentanyls, stimulants and the fourth wave of the opioid overdose crisis",5/10/2021
33965895,Implementation of a COVID-19 cohort area resulted in no surface or air contamination in surrounding areas in one academic emergency department,5/10/2021
33965836,FBSED based automatic diagnosis of COVID-19 using X-ray and CT images,5/10/2021
33965680,Intestinal expression of ACE2 in mice with high-fat diet-induced obesity and neonates exposed to maternal high-fat diet,5/10/2021
33965641,Impact of COVID-19 on the outreach strategy of cancer social service agencies in Singapore: A pre-post analysis with Facebook data,5/10/2021
33965640,Learning from Past Respiratory Failure Patients to Triage COVID-19 Patient Ventilator Needs: A Multi-Institutional Study,5/10/2021
33965637,A Scheme for Inferring Viral-Host Associations based on Codon Usage Patterns Identifies the Most Affected Signaling Pathways during COVID-19,5/10/2021
33965636,An Integrated Framework for Modelling Quantitative Effects of Entry Restrictions and Travel Quarantine on Importation Risk of COVID-19,5/10/2021
33965591,COVID-19 in a series of patients with aspirin-exacerbated respiratory disease,5/10/2021
33965589,Orbital inflammatory disease associated with COVID-19 infection,5/10/2021
33965521,Investigating Air Pollution as a Contributor to Health Disparities During the COVID-19 Pandemic,5/10/2021
33965463,Impact of personal protective equipment use on health care workers' physical health during the COVID-19 pandemic: a systematic review and meta-analysis,5/10/2021
33965375,The chaperone GRP78 is a host auxiliary factor for SARS-CoV-2 and GRP78 depleting antibody blocks viral entry and infection,5/10/2021
33965336,Role of striated muscles in the pathogenesis of COVID-19,5/10/2021
33965276,An unusual cause of spontaneous pneumothorax: Post-COVID-19 pulmonary fibrosis,5/10/2021
33965141,Questioning Tocilizumab Use in Hospitalized Patients With Coronavirus Disease 2019,5/10/2021
33965138,Standard Dose Ivermectin for COVID-19,5/10/2021
33965137,Remarks About Retrospective Analysis of Ivermectin Effectiveness on Coronavirus Disease 2019 (ICON Study),5/10/2021
33965134,Corticosteroid Plus Tocilizumab in COVID-19: When Two Is Better Than One,5/10/2021
33965133,Should Vascular Abnormalities Be Integrated Into the Chest CT Imaging Signature of Coronavirus Disease 2019?,5/10/2021
33965120,One Size Does Not Fit All: Moving Towards a Personalized Approach for Steroids in COVID-19,5/10/2021
33964709,Psychological distress and burden among family caregivers of children with and without developmental disabilities six months into the COVID-19 pandemic,5/9/2021
33964603,Changes in Sexual Fantasy and Solitary Sexual Practice During Social Lockdown Among Young Adults in the UK,5/9/2021
33964499,The Financial Impact of the COVID-19 Pandemic on Neurosurgery Practice in Spring 2020,5/9/2021
33964263,Children victims of witnessing domestic and family violence: a widespread occurrence during COVID-19 pandemic,5/9/2021
33964171,Rapid and Low-cost Sampling for Detection of Airborne SARS-CoV-2 in Dehumidifier Condensate,5/9/2021
33964164,Response to Aviv et al,5/9/2021
33964154,Impact of Media-based Negative and Positive Age Stereotypes on Older Individuals' Mental Health during the COVID-19 Pandemic,5/9/2021
33964153,Prolonged COVID-19 Disease in a Patient with Rheumatoid Arthritis on Rituximab Therapy,5/9/2021
33964035,A novel study on SARS-COV-2 virus associated bradycardia as a predictor of mortality-retrospective multicenter analysis,5/9/2021
33964018,Development of an online tooth morphology course in response to COVID-19 restrictions,5/9/2021
33964012,Self-scheduler for dental students booking consultations with faculty during the COVID-19 pandemic,5/9/2021
33963759,The Toll of Feeling Older: Subjective Age Moderates the Associations between Anxiety Sensitivity and Symptoms of Anxiety and Depression during COVID-19 Pandemic,5/9/2021
33963752,"Response to: Seroprevalence of SARS-CoV-2 following the largest initial epidemic wave in the United States: Findings from New York City, May 13-July 21, 2020",5/9/2021
33963751,Response to Park et al,5/9/2021
33963749,Corrigendum to: The influence of the SARS-CoV-2 pandemic on esophagogastric cancer services: an international survey of esophagogastric surgeons,5/9/2021
33963746,The Role of Media Sources for COVID-19 Information on Engaging in Recommended Preventive Behaviors among Medicare Beneficiaries Aged ≥ 65 Years,5/9/2021
33963678,Impact of Telemedicine During the COVID-19 Pandemic on Patient Attendance,5/9/2021
33963670,Reimagining the peer-review system for translational health science journals,5/9/2021
33963634,Predicting QT interval prolongation in patients diagnosed with the 2019 novel coronavirus infection,5/9/2021
33963596,Effectiveness of Emergent Ad Hoc Coordination Groups in Public Health Emergencies,5/9/2021
33963565,RT-PCR/MALDI-TOF mass spectrometry-based detection of SARS-CoV-2 in saliva specimens,5/9/2021
33963560,Anxiety levels and sleep quality in nursing students during the COVID-19 pandemic,5/9/2021
33963559,Cytokine Storm in Severe COVID-19 Pneumonia,5/9/2021
33963333,TLR2 senses the SARS-CoV-2 envelope protein to produce inflammatory cytokines,5/9/2021
33963170,Rhabdomyolysis Following Recovery from Severe COVID-19: A Case Report,5/9/2021
33963055,SARS-CoV-2 spike protein stabilized in the closed state induces potent neutralizing responses,5/9/2021
33963054,ILRUN downregulates ACE2 expression and blocks infection of human cells by SARS-CoV-2,5/9/2021
33963053,Targeting the conserved stem loop 2 motif in the SARS-CoV-2 genome,5/9/2021
33963044,Q/V-SPECT CT in times of COVID-19: Changing the order to improve safety without sacrificing accuracy,5/9/2021
33962986,Persistence of SARS-CoV-2 virus and viral RNA in relation to surface type and contamination concentration,5/9/2021
33962959,"Performance of three SARS-CoV-2 immunoassays, three rapid lateral flow tests and a novel bead-based affinity surrogate test for the detection of SARS-CoV-2 antibodies in human serum",5/9/2021
33962957,The impact of relaxing interventions on human contact patterns and SARS-CoV-2 transmission in China,5/9/2021
33962896,"Indicators of poor mental health and stressors during the COVID-19 pandemic, by disability status: A cross-sectional analysis",5/9/2021
33962490,An automated approach to determine antibody endpoint titers for COVID-19 by an enzyme-linked immunosorbent assay,5/8/2021
33962474,Venous Thromboembolism among Noncritically Ill Hospitalized Children: Key Considerations for the Pediatric Hospital Medicine Specialist,5/8/2021
33962473,Sustained High D-Dimer in Outpatients Who Have Recovered from Mild to Moderate Coronavirus Disease 2019 (COVID-19),5/8/2021
33962399,Low plasma angiotensin-converting enzyme 2 level in diabetics increases the risk of severe COVID-19 infection,5/8/2021
33962137,Mitigating delayed academic promotion of female radiologists due to the COVID pandemic,5/8/2021
33961767,Early-career researchers in the time of COVID-19: Adapting to uncertainty,5/8/2021
33961764,"Cultivating mentorship, cooperation, and community during COVID-19 and beyond",5/8/2021
33961763,A physician-scientist's call to arms,5/8/2021
33961762,Defining myself as a mother scientist,5/8/2021
33961761,Seeing is believing: Representation as a powerful tool in the fight against racism in science,5/8/2021
33961754,Therapeutic Application of alpha-1-antitrypsin in COVID-19,5/8/2021
33961732,Impact of COVID-19 outbreak in acute bronchiolitis: Lesson from a tertiary Italian Emergency Department,5/8/2021
33961695,β-D-N 4-hydroxycytidine (NHC) Inhibits SARS-CoV-2 Through Lethal Mutagenesis But Is Also Mutagenic To Mammalian Cells,5/8/2021
33961690,Progressive and parallel decline of humoral and T cell immunity in convalescent health care workers with asymptomatic or mild-moderate SARS-CoV-2 infection,5/8/2021
33961682,"Challenges in access and satisfaction with reproductive, maternal, newborn and child health services in Nigeria during the COVID-19 pandemic: A cross-sectional survey",5/8/2021
33961677,Preparation for airway management in Australia and New Zealand ICUs during the COVID -19 pandemic,5/8/2021
33961657,"Motivations, barriers, and communication recommendations for promoting face coverings during the COVID-19 pandemic: Survey findings from a diverse sample",5/8/2021
33961652,The relative power of individual distancing efforts and public policies to curb the COVID-19 epidemics,5/8/2021
33961635,ai-corona: Radiologist-assistant deep learning framework for COVID-19 diagnosis in chest CT scans,5/8/2021
33961632,Multiplex qPCR discriminates variants of concern to enhance global surveillance of SARS-CoV-2,5/8/2021
33961621,Structural basis for SARS-CoV-2 neutralizing antibodies with novel binding epitopes,5/8/2021
33961617,Reply: Slowing the Spread and Minimizing the Impact of COVID-19: Lessons from the Past and Recommendations for the Plastic Surgeon,5/8/2021
33961608,Slowing the Spread and Minimizing the Impact of COVID-19: Lessons from the Past and Recommendations for the Plastic Surgeon,5/8/2021
33961606,Addressing the Surgical Training Gaps Caused by the COVID-19 Pandemic: An Opportunity for Implementing Standards for Remote Surgical Training,5/8/2021
33961590,"Editorial: Social Distance, Social Distancing, and a COVID-19 Funeral",5/8/2021
33961589,Reply: Addressing the Surgical Training Gaps Caused by the COVID-19 Pandemic: An Opportunity for Implementing Standards for Remote Surgical Training,5/8/2021
33961529,Smoke Evacuation During Laparoscopic Surgery: A Problem Beyond the COVID-19 Period. A Quantitative Analysis of CO(2) Environmental Dispersion Using Different Devices,5/8/2021
33961522,Patient Experience and Satisfaction with Telemedicine During Coronavirus Disease 2019: A Multi-Institution Experience,5/8/2021
33961517,COVID-19 Is a Crisis in Planetary Health and Politics of Expertise: Time to Think Critically and Innovate Both,5/8/2021
33961516,Short-term research projects in cognitive neuroscience for undergraduate students: a contingency plan to maintain quality teaching during COVID-19 pandemic,5/8/2021
33961515,Lessons from the impact of COVID-19 on medical educational continuity and practices,5/8/2021
33961513,Flipped teaching eased the transition from face-to-face teaching to online instruction during the COVID-19 pandemic,5/8/2021
33961492,Nipped in the Bud: COVID-19 Reveals the Malleability of STEM Student Self-Efficacy,5/8/2021
33961489,Strengthening Culturally Competent Health Communication,5/8/2021
33961399,Dual-Fluorescence Labeling Pseudovirus for Real-Time Imaging of Single SARS-CoV-2 Entry in Respiratory Epithelial Cells,5/8/2021
33961375,Oxygenation Strategies in Critically Ill Patients With COVID-19,5/8/2021
33961369,The Nursing Professional Development Practitioner During a Pandemic: Achieving the Hat Trick,5/8/2021
33961346,Digital Feast and Physical Famine: The Altered Ecosystem of Anatomy Education due to the Covid-19 Pandemic,5/8/2021
33961334,Long-term shedding of viable SARS-CoV-2 in kidney transplant recipients with COVID-19,5/8/2021
33961298,Current and past infections of hepatitis B virus do not increase mortality in patients with COVID-19,5/8/2021
33961007,Gastrointestinal Pathology in Samples from Coronavirus Disease 2019 (COVID-19)-Positive Patients,5/8/2021
33961002,Precision Medicine for COVID-19: Phenotype Anarchy or Promise Realized?,5/8/2021
33960960,Anesthetic Management for Endovascular Treatment of Stroke in Patients With Coronavirus Disease 2019: A Case Series,5/8/2021
33960853,Thoracic Point-of-Care Ultrasound: A SARS-CoV-2 Data Repository for Future Artificial Intelligence and Machine Learning,5/8/2021
33960839,What Do COVID-19 Vaccines Tell Us About Nucleic Acid Delivery In Vivo?,5/8/2021
33960805,Digital Consultations During COVID-19: A Multiperspective Mixed-Methods Study in an Integrative Medicine Setting in Switzerland,5/8/2021
33960736,Influence of psychological stress and coping styles in the professional identity of undergraduate nursing students after the outbreak of COVID-19: A cross-sectional study in China,5/8/2021
33960721,Identifying the predictors of turnover intention based on psychosocial factors of nurses during the COVID-19 outbreak,5/8/2021
33960659,COVID-19: vaccine's progress,5/8/2021
33960406,Effectiveness of maintenance Electroconvulsive Therapy - Evidence from modifications due to the COVID-19 Pandemic,5/8/2021
33960292,Pediatric behavioral sleep medicine in the era of telemedicine: psychology trainee perspectives,5/8/2021
33960284,The effects of COVID-19 on perceived intergroup competition and negative intergroup outcomes,5/8/2021
33960272,COVID-19 and the neonatal microbiome: will the pandemic cost infants their microbes?,5/8/2021
33960219,The Impact of Anticoagulation on COVID-19 (SARS CoV-2) Patient Outcomes: A Systematic Review,5/8/2021
33960002,"TWIRLS, a knowledge-mining technology, suggests a possible mechanism for the pathological changes in the human host after coronavirus infection via ACE2",5/8/2021
33959997,Telemedicine visits in myasthenia gravis: expert guidance and the myasthenia gravis core exam (MG-CE),5/8/2021
